조사지점,방향,시간,1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종,계
02909,0,14,796,4,227,42,31,70,3,0,0,9,0,1,1183
02909,0,15,821,5,204,40,25,82,5,0,0,10,0,3,1195
02909,0,16,901,22,220,37,31,73,2,0,0,13,0,1,1300
02909,0,17,872,23,209,34,20,52,2,0,0,7,0,1,1220
02909,0,18,1014,17,208,32,13,19,0,0,0,5,0,2,1310
02909,0,19,1064,9,127,37,9,11,1,0,0,4,0,1,1263
02909,0,20,766,9,83,22,11,4,2,0,0,4,0,0,901
02909,0,21,447,4,48,17,11,3,1,0,0,4,0,0,535
02909,0,22,380,4,36,15,9,3,0,0,0,4,0,0,451
02909,0,23,235,0,20,8,4,2,0,0,0,3,0,1,273
02909,0,24,145,2,13,6,3,1,1,0,0,3,0,0,174
02909,0,25,9946,161,2303,477,366,808,61,0,1,118,0,30,14271
02909,0,26,13536,190,2773,685,458,896,86,0,1,176,0,46,18847
02909,1,1,44,0,4,2,2,1,0,0,0,1,0,0,54
02909,1,2,36,0,9,6,2,2,1,0,0,0,0,1,57
02909,1,3,30,0,6,7,2,2,0,0,0,3,0,1,51
02909,1,4,26,0,8,7,3,3,2,0,0,2,0,2,53
02909,1,5,35,0,9,10,6,8,2,0,0,11,0,2,83
02909,1,6,175,1,26,26,18,30,4,0,0,6,0,4,290
02909,1,7,369,1,61,37,28,36,8,0,1,11,0,7,559
02909,1,8,549,5,119,24,37,61,2,0,0,8,0,1,806
02909,1,9,567,10,79,12,20,55,1,0,0,5,0,1,750
02909,1,10,507,10,87,13,21,57,2,0,0,4,0,1,702
02909,1,11,646,16,105,15,16,50,3,0,0,5,0,1,857
02909,1,12,509,7,105,15,28,45,2,0,0,2,0,0,713
02909,1,13,350,6,102,6,31,35,0,0,0,7,0,1,538
02909,1,14,322,2,102,9,20,35,1,0,0,4,0,1,496
02909,1,15,337,3,98,10,14,46,2,0,0,5,0,1,516
02909,1,16,318,7,87,9,18,43,0,0,0,4,0,1,487
02909,1,17,300,4,87,7,8,30,1,0,0,2,0,1,440
02909,1,18,283,4,75,6,7,10,0,0,0,1,0,0,386
02909,1,19,222,3,34,3,5,3,0,0,0,0,0,0,270
02909,1,20,162,3,19,1,2,1,0,0,0,0,0,0,188
02909,1,21,167,2,17,1,4,3,0,0,0,1,0,0,195
02909,1,22,148,2,20,1,4,2,0,0,0,2,0,0,179
02909,1,23,100,0,7,2,2,1,0,0,0,1,0,0,113
02909,1,24,74,1,4,2,2,1,0,0,0,2,0,0,86
02909,1,25,5057,75,1107,163,248,503,22,0,1,58,0,16,7250
02909,1,26,6276,87,1270,231,300,560,31,0,1,87,0,26,8869
02909,2,1,64,0,12,4,2,2,1,0,0,1,0,0,86
02909,2,2,27,0,10,5,0,2,1,0,0,2,0,0,47
02909,2,3,18,0,11,6,0,0,2,0,0,3,0,2,42
02909,2,4,24,0,14,10,4,4,2,0,0,3,0,1,62
02909,2,5,19,0,10,10,4,5,2,0,0,1,0,1,52
02909,2,6,55,0,24,10,2,5,3,0,0,3,0,0,102
02909,2,7,158,2,44,7,2,7,1,0,0,2,0,1,224
02909,2,8,230,3,42,8,3,13,1,0,0,1,0,0,301
02909,2,9,308,10,65,26,10,20,3,0,0,6,0,1,449
02909,2,10,373,9,103,37,16,45,4,0,0,6,0,1,594
02909,2,11,322,4,115,32,13,33,6,0,0,5,0,3,533
02909,2,12,327,4,106,35,13,28,8,0,0,6,0,2,529
02909,2,13,327,3,102,25,8,27,8,0,0,6,0,2,508
02909,2,14,474,2,125,33,11,35,2,0,0,5,0,0,687
02909,2,15,484,2,106,30,11,36,3,0,0,5,0,2,679
02909,2,16,583,15,133,28,13,30,2,0,0,9,0,0,813
02909,2,17,572,19,122,27,12,22,1,0,0,5,0,0,780
02909,2,18,731,13,133,26,6,9,0,0,0,4,0,2,924
02909,2,19,842,6,93,34,4,8,1,0,0,4,0,1,993
02909,2,20,604,6,64,21,9,3,2,0,0,4,0,0,713
02909,2,21,280,2,31,16,7,0,1,0,0,3,0,0,340
02909,2,22,232,2,16,14,5,1,0,0,0,2,0,0,272
02909,2,23,135,0,13,6,2,1,0,0,0,2,0,1,160
02909,2,24,71,1,9,4,1,0,1,0,0,1,0,0,88
02909,2,25,4889,86,1196,314,118,305,39,0,0,60,0,14,7021
02909,2,26,7260,103,1503,454,158,336,55,0,0,89,0,20,9978
03527,0,1,561,6,44,123,221,20,19,4,0,57,2,6,1063
03527,0,2,308,15,35,116,178,44,10,4,0,59,2,3,774
03527,0,3,211,2,33,142,167,55,14,4,0,35,0,5,668
03527,0,4,157,1,26,106,171,37,22,5,0,40,1,3,569
03527,0,5,196,2,66,157,188,53,48,6,1,38,2,4,761
03527,0,6,532,9,91,256,219,96,82,12,0,62,0,21,1380
03527,0,7,852,13,167,318,196,116,87,12,0,54,1,7,1823
03527,0,8,1535,76,262,298,183,99,45,11,0,49,0,5,2563
03527,0,9,1906,103,235,291,147,81,33,22,0,37,1,5,2861
03527,0,10,2334,136,264,325,218,117,35,19,1,35,3,8,3495
03527,0,11,2276,116,299,352,198,113,53,26,1,45,5,3,3487
03527,0,12,2313,83,286,357,214,107,70,21,1,45,2,5,3504
03527,0,13,2297,79,307,338,221,108,78,25,0,48,3,5,3509
03527,0,14,2239,64,271,345,188,103,71,13,0,33,1,4,3332
03527,0,15,2433,86,297,355,201,123,48,11,1,43,2,7,3607
03527,0,16,2651,74,287,293,208,115,57,13,2,42,1,9,3752
03527,0,17,2925,114,309,270,176,90,33,13,1,38,2,4,3975
03527,0,18,2768,111,325,260,147,49,32,7,0,29,0,5,3733
03527,0,19,2678,140,285,191,144,46,38,8,0,21,2,2,3555
03527,0,20,2266,138,219,202,177,30,37,2,0,35,1,2,3109
03527,0,21,1955,128,157,163,193,24,37,4,0,34,0,1,2696
03527,0,22,1512,102,131,156,192,33,27,8,1,48,0,4,2214
03527,0,23,1124,39,94,129,265,34,24,2,0,47,0,8,1766
03527,0,24,767,11,57,101,200,23,24,4,0,51,0,2,1240
03527,0,25,26529,1055,3309,3802,2297,1221,642,193,7,498,21,67,39641
03527,0,26,38796,1648,4547,5644,4612,1716,1024,256,9,1025,31,128,59436
03527,1,1,179,2,16,40,34,8,19,2,0,10,2,2,314
03527,1,2,112,2,12,29,52,12,7,4,0,20,2,3,255
03527,1,3,68,0,9,31,69,24,7,2,0,13,0,2,225
03527,1,4,56,1,12,39,73,21,15,4,0,18,1,3,243
03527,1,5,86,0,18,74,113,30,21,2,1,11,0,0,356
03527,1,6,180,5,18,103,97,30,30,4,0,23,0,9,499
03527,1,7,341,10,59,108,108,71,41,4,0,24,1,4,771
03527,1,8,618,48,82,118,96,44,23,5,0,20,0,5,1059
03527,1,9,744,55,82,116,81,31,13,10,0,22,0,5,1159
03527,1,10,993,64,107,143,132,55,11,11,0,17,1,8,1542
03527,1,11,1061,58,134,172,101,66,20,8,0,16,2,1,1639
03527,1,12,979,34,121,159,104,49,23,4,1,17,1,3,1495
03527,1,13,961,33,121,164,114,56,21,7,0,16,1,2,1496
03527,1,14,1019,29,118,154,106,48,20,6,0,16,1,4,1521
03527,1,15,1296,45,147,179,116,75,13,2,0,21,0,2,1896
03527,1,16,1511,38,142,146,96,54,20,6,2,13,0,4,2032
03527,1,17,1731,69,155,143,82,55,11,3,1,11,1,2,2264
03527,1,18,1717,51,184,139,71,26,8,3,0,11,0,2,2212
03527,1,19,1504,79,156,99,60,28,7,4,0,11,0,0,1948
03527,1,20,1171,60,101,84,63,12,15,1,0,10,0,0,1517
03527,1,21,880,47,77,63,71,12,14,1,0,9,0,0,1174
03527,1,22,668,28,67,59,53,13,15,4,1,17,0,3,928
03527,1,23,448,7,46,48,50,14,10,1,0,10,0,5,639
03527,1,24,287,1,23,37,46,10,15,4,0,14,0,2,439
03527,1,25,12971,534,1452,1741,1207,630,224,69,4,204,8,42,19086
03527,1,26,18610,766,2007,2447,1988,844,399,102,6,370,13,71,27623
03527,2,1,382,4,28,83,187,12,0,2,0,47,0,4,749
03527,2,2,196,13,23,87,126,32,3,0,0,39,0,0,519
03527,2,3,143,2,24,111,98,31,7,2,0,22,0,3,443
03527,2,4,101,0,14,67,98,16,7,1,0,22,0,0,326
03527,2,5,110,2,48,83,75,23,27,4,0,27,2,4,405
03527,2,6,352,4,73,153,122,66,52,8,0,39,0,12,881
03527,2,7,511,3,108,210,88,45,46,8,0,30,0,3,1052
03527,2,8,917,28,180,180,87,55,22,6,0,29,0,0,1504
03527,2,9,1162,48,153,175,66,50,20,12,0,15,1,0,1702
03527,2,10,1341,72,157,182,86,62,24,8,1,18,2,0,1953
03527,2,11,1215,58,165,180,97,47,33,18,1,29,3,2,1848
03527,2,12,1334,49,165,198,110,58,47,17,0,28,1,2,2009
03527,2,13,1336,46,186,174,107,52,57,18,0,32,2,3,2013
03527,2,14,1220,35,153,191,82,55,51,7,0,17,0,0,1811
03527,2,15,1137,41,150,176,85,48,35,9,1,22,2,5,1711
03527,2,16,1140,36,145,147,112,61,37,7,0,29,1,5,1720
03527,2,17,1194,45,154,127,94,35,22,10,0,27,1,2,1711
03527,2,18,1051,60,141,121,76,23,24,4,0,18,0,3,1521
03527,2,19,1174,61,129,92,84,18,31,4,0,10,2,2,1607
03527,2,20,1095,78,118,118,114,18,22,1,0,25,1,2,1592
03527,2,21,1075,81,80,100,122,12,23,3,0,25,0,1,1522
03527,2,22,844,74,64,97,139,20,12,4,0,31,0,1,1286
03527,2,23,676,32,48,81,215,20,14,1,0,37,0,3,1127
03527,2,24,480,10,34,64,154,13,9,0,0,37,0,0,801
03527,2,25,13558,521,1857,2061,1090,591,418,124,3,294,13,25,20555
03527,2,26,20186,882,2540,3197,2624,872,625,154,3,655,18,57,31813
03529,0,1,505,9,87,147,240,43,26,1,0,61,0,4,1123
03529,0,2,285,3,73,85,137,42,8,1,0,41,0,2,677
03529,0,3,185,3,67,98,143,26,30,2,0,44,2,2,602
03529,0,4,173,11,85,123,153,26,11,1,0,40,1,8,632
03529,0,5,258,4,94,212,200,35,26,3,0,62,3,7,904
03529,0,6,893,13,245,235,316,95,61,3,0,74,3,20,1958
03529,0,7,1896,42,468,456,323,71,35,2,0,61,2,13,3369
03529,0,8,2663,193,609,204,377,122,81,0,0,48,1,19,4317
03529,0,9,3096,234,605,200,328,132,68,1,0,77,4,17,4762
03529,0,10,3400,172,815,257,403,138,106,0,0,60,6,27,5384
03529,0,11,3468,135,886,260,419,144,121,5,0,61,7,29,5535
03529,0,12,3535,123,795,288,413,97,142,0,0,51,2,18,5464
03529,0,13,3146,121,811,294,395,132,137,1,0,53,2,17,5109
03529,0,14,3380,95,743,329,325,123,92,0,0,35,0,16,5138
03529,0,15,3257,122,828,277,398,90,99,3,0,52,4,28,5158
03529,0,16,3164,125,809,283,317,81,90,0,0,29,1,35,4934
03529,0,17,3430,158,812,242,330,47,64,0,0,39,2,17,5141
03529,0,18,3448,131,689,216,294,43,68,0,0,33,7,10,4939
03529,0,19,3448,178,592,156,328,47,39,0,0,87,2,24,4901
03529,0,20,2786,163,438,149,328,40,54,1,0,110,1,24,4094
03529,0,21,1980,121,298,98,295,40,45,1,0,122,2,43,3045
03529,0,22,1533,95,234,87,279,65,52,0,0,124,0,35,2504
03529,0,23,1061,44,152,84,229,42,37,1,1,83,2,39,1775
03529,0,24,867,23,136,66,229,57,20,2,0,65,0,14,1479
03529,0,25,37883,1651,8870,3306,4322,1220,1103,12,0,599,38,246,59250
03529,0,26,51857,2318,11371,4846,7199,1778,1512,28,1,1512,54,468,82944
03529,1,1,323,3,61,82,143,19,22,0,0,34,0,4,691
03529,1,2,178,3,47,31,86,17,6,0,0,26,0,2,396
03529,1,3,112,1,33,44,96,14,24,1,0,33,1,1,360
03529,1,4,97,10,45,58,96,9,8,0,0,28,0,6,357
03529,1,5,89,3,41,124,137,24,15,1,0,50,1,6,491
03529,1,6,174,4,104,73,215,73,54,0,0,61,2,19,779
03529,1,7,365,19,151,244,190,53,19,0,0,43,0,11,1095
03529,1,8,684,69,216,78,233,61,49,0,0,35,0,11,1436
03529,1,9,1090,101,254,66,202,52,31,0,0,44,4,13,1857
03529,1,10,1207,73,371,72,198,49,32,0,0,39,1,11,2053
03529,1,11,1252,57,429,116,219,75,53,1,0,34,3,13,2252
03529,1,12,1401,56,408,156,230,43,63,0,0,24,2,8,2391
03529,1,13,1387,68,397,135,247,67,60,1,0,28,2,6,2398
03529,1,14,1837,44,365,151,175,55,42,0,0,14,0,7,2690
03529,1,15,1849,53,446,130,202,36,40,1,0,14,3,16,2790
03529,1,16,1787,45,454,139,152,19,38,0,0,12,0,6,2652
03529,1,17,1995,57,475,108,124,12,34,0,0,13,0,2,2820
03529,1,18,2043,58,434,96,117,15,39,0,0,7,5,0,2814
03529,1,19,2306,102,417,77,137,16,19,0,0,10,2,3,3089
03529,1,20,1836,90,287,90,128,18,31,0,0,13,1,1,2495
03529,1,21,1265,63,174,58,136,22,13,0,0,10,1,0,1742
03529,1,22,1003,67,139,57,119,18,18,0,0,18,0,4,1443
03529,1,23,656,27,86,51,118,24,6,0,0,10,1,3,982
03529,1,24,545,14,87,51,117,18,7,1,0,15,0,1,856
03529,1,25,16897,700,4400,1491,2289,537,500,3,0,307,20,104,27248
03529,1,26,25481,1087,5921,2287,3817,809,723,6,0,615,29,154,40929
03529,2,1,182,6,26,65,97,24,4,1,0,27,0,0,432
03529,2,2,107,0,26,54,51,25,2,1,0,15,0,0,281
03529,2,3,73,2,34,54,47,12,6,1,0,11,1,1,242
03529,2,4,76,1,40,65,57,17,3,1,0,12,1,2,275
03529,2,5,169,1,53,88,63,11,11,2,0,12,2,1,413
03529,2,6,719,9,141,162,101,22,7,3,0,13,1,1,1179
03529,2,7,1531,23,317,212,133,18,16,2,0,18,2,2,2274
03529,2,8,1979,124,393,126,144,61,32,0,0,13,1,8,2881
03529,2,9,2006,133,351,134,126,80,37,1,0,33,0,4,2905
03529,2,10,2193,99,444,185,205,89,74,0,0,21,5,16,3331
03529,2,11,2216,78,457,144,200,69,68,4,0,27,4,16,3283
03529,2,12,2134,67,387,132,183,54,79,0,0,27,0,10,3073
03529,2,13,1759,53,414,159,148,65,77,0,0,25,0,11,2711
03529,2,14,1543,51,378,178,150,68,50,0,0,21,0,9,2448
03529,2,15,1408,69,382,147,196,54,59,2,0,38,1,12,2368
03529,2,16,1377,80,355,144,165,62,52,0,0,17,1,29,2282
03529,2,17,1435,101,337,134,206,35,30,0,0,26,2,15,2321
03529,2,18,1405,73,255,120,177,28,29,0,0,26,2,10,2125
03529,2,19,1142,76,175,79,191,31,20,0,0,77,0,21,1812
03529,2,20,950,73,151,59,200,22,23,1,0,97,0,23,1599
03529,2,21,715,58,124,40,159,18,32,1,0,112,1,43,1303
03529,2,22,530,28,95,30,160,47,34,0,0,106,0,31,1061
03529,2,23,405,17,66,33,111,18,31,1,1,73,1,36,793
03529,2,24,322,9,49,15,112,39,13,1,0,50,0,13,623
03529,2,25,20986,951,4470,1815,2033,683,603,9,0,292,18,142,32002
03529,2,26,26376,1231,5450,2559,3382,969,789,22,1,897,25,314,42015
03530,0,1,251,5,66,78,39,7,0,2,0,3,0,1,452
03530,0,2,162,0,53,69,28,3,1,1,0,0,0,1,318
03530,0,3,86,4,45,62,22,6,1,0,0,2,0,2,230
03530,0,4,83,4,46,73,28,5,1,0,0,2,1,0,243
03530,0,5,107,7,62,122,47,8,11,2,0,0,0,2,368
03530,0,6,275,4,135,227,56,11,12,1,0,5,0,2,728
03530,0,7,749,13,263,272,61,28,15,0,0,3,0,5,1409
03530,0,8,1062,32,292,227,77,21,8,0,0,3,0,1,1723
03530,0,9,1292,57,310,194,58,20,6,2,0,1,0,0,1940
03530,0,10,1407,65,400,277,60,25,3,0,0,6,0,1,2244
03530,0,11,1510,66,467,271,63,35,7,2,0,6,0,0,2427
03530,0,12,1548,50,444,263,118,30,5,1,0,1,0,1,2461
03530,0,13,1452,42,414,227,77,29,10,3,0,3,1,1,2259
03530,0,14,1502,36,456,203,54,21,6,0,0,6,0,1,2285
03530,0,15,1572,65,446,212,54,30,8,2,0,3,0,0,2392
03530,0,16,1718,70,457,254,62,30,9,5,0,4,0,1,2610
03530,0,17,2012,86,469,268,73,27,10,4,0,4,0,2,2955
03530,0,18,1561,55,410,158,65,10,6,4,0,3,0,1,2273
03530,0,19,1587,55,328,156,89,11,15,2,0,2,0,0,2245
03530,0,20,1330,63,234,147,48,6,1,0,0,3,0,1,1833
03530,0,21,1254,71,175,109,67,11,2,1,0,2,0,1,1693
03530,0,22,880,38,154,100,76,8,3,1,0,1,0,1,1262
03530,0,23,590,27,84,67,66,8,3,0,0,7,0,0,852
03530,0,24,424,7,77,63,59,8,2,0,0,5,0,0,645
03530,0,25,17385,637,4828,2826,822,306,93,23,0,43,1,14,26978
03530,0,26,24414,922,6287,4099,1447,398,145,33,0,75,2,25,37847
03530,1,1,150,1,43,39,22,2,0,0,0,2,0,0,259
03530,1,2,94,0,30,32,14,2,1,0,0,0,0,1,174
03530,1,3,49,3,26,30,14,6,0,0,0,2,0,2,132
03530,1,4,57,4,28,29,19,5,1,0,0,2,1,0,146
03530,1,5,70,6,37,57,44,8,10,2,0,0,0,2,236
03530,1,6,96,4,50,78,40,7,10,0,0,4,0,1,290
03530,1,7,200,5,66,144,41,20,9,0,0,3,0,5,493
03530,1,8,385,16,123,132,61,8,8,0,0,1,0,1,735
03530,1,9,542,31,187,122,38,5,4,1,0,1,0,0,931
03530,1,10,513,23,183,125,35,6,1,0,0,3,0,1,890
03530,1,11,642,17,247,123,33,17,5,0,0,5,0,0,1089
03530,1,12,664,19,240,139,60,14,2,0,0,1,0,0,1139
03530,1,13,772,27,205,119,37,9,4,0,0,0,0,0,1173
03530,1,14,946,17,234,101,16,10,3,0,0,4,0,1,1332
03530,1,15,1024,38,241,92,21,9,5,0,0,2,0,0,1432
03530,1,16,1152,42,259,97,25,12,5,1,0,2,0,1,1596
03530,1,17,1432,46,275,129,39,14,9,2,0,3,0,1,1950
03530,1,18,1041,21,209,68,16,7,3,2,0,1,0,1,1369
03530,1,19,1121,27,182,51,26,5,3,0,0,1,0,0,1416
03530,1,20,1007,36,148,48,13,3,1,0,0,1,0,0,1257
03530,1,21,958,34,103,38,12,6,1,0,0,2,0,0,1154
03530,1,22,642,23,77,29,6,2,2,1,0,1,0,0,783
03530,1,23,392,12,41,28,13,5,1,0,0,4,0,0,496
03530,1,24,268,4,42,24,22,1,1,0,0,1,0,0,363
03530,1,25,9313,302,2469,1391,422,131,58,6,0,26,0,11,14129
03530,1,26,14217,456,3276,1874,667,183,89,9,0,46,1,17,20835
03530,2,1,101,4,23,39,17,5,0,2,0,1,0,1,193
03530,2,2,68,0,23,37,14,1,0,1,0,0,0,0,144
03530,2,3,37,1,19,32,8,0,1,0,0,0,0,0,98
03530,2,4,26,0,18,44,9,0,0,0,0,0,0,0,97
03530,2,5,37,1,25,65,3,0,1,0,0,0,0,0,132
03530,2,6,179,0,85,149,16,4,2,1,0,1,0,1,438
03530,2,7,549,8,197,128,20,8,6,0,0,0,0,0,916
03530,2,8,677,16,169,95,16,13,0,0,0,2,0,0,988
03530,2,9,750,26,123,72,20,15,2,1,0,0,0,0,1009
03530,2,10,894,42,217,152,25,19,2,0,0,3,0,0,1354
03530,2,11,868,49,220,148,30,18,2,2,0,1,0,0,1338
03530,2,12,884,31,204,124,58,16,3,1,0,0,0,1,1322
03530,2,13,680,15,209,108,40,20,6,3,0,3,1,1,1086
03530,2,14,556,19,222,102,38,11,3,0,0,2,0,0,953
03530,2,15,548,27,205,120,33,21,3,2,0,1,0,0,960
03530,2,16,566,28,198,157,37,18,4,4,0,2,0,0,1014
03530,2,17,580,40,194,139,34,13,1,2,0,1,0,1,1005
03530,2,18,520,34,201,90,49,3,3,2,0,2,0,0,904
03530,2,19,466,28,146,105,63,6,12,2,0,1,0,0,829
03530,2,20,323,27,86,99,35,3,0,0,0,2,0,1,576
03530,2,21,296,37,72,71,55,5,1,1,0,0,0,1,539
03530,2,22,238,15,77,71,70,6,1,0,0,0,0,1,479
03530,2,23,198,15,43,39,53,3,2,0,0,3,0,0,356
03530,2,24,156,3,35,39,37,7,1,0,0,4,0,0,282
03530,2,25,8072,335,2359,1435,400,175,35,17,0,17,1,3,12849
03530,2,26,10197,466,3011,2225,780,215,56,24,0,29,1,8,17012
03531,0,1,236,4,62,73,37,7,0,2,0,3,0,1,425
03531,0,2,152,0,49,64,27,4,1,1,0,0,0,1,299
03531,0,3,84,4,44,62,21,5,1,0,0,2,0,2,225
03531,0,4,84,3,48,84,29,4,1,0,0,2,1,0,256
03531,0,5,112,4,68,153,34,5,9,1,0,0,0,1,387
03531,0,6,324,4,159,268,62,12,12,2,0,6,0,3,852
03531,0,7,896,14,315,323,73,33,17,0,0,3,0,5,1679
03531,0,8,1222,36,330,246,78,22,7,0,0,4,0,1,1946
03531,0,9,1539,64,337,208,62,26,6,3,0,2,0,0,2247
03531,0,10,1437,67,400,278,58,26,4,0,0,6,0,1,2277
03531,0,11,1523,68,464,273,62,36,6,2,0,5,0,0,2439
03531,0,12,1535,50,433,257,114,31,5,1,0,1,0,1,2428
03531,0,13,1397,39,401,219,74,28,9,3,0,3,1,1,2175
03531,0,14,1434,35,439,196,53,19,6,0,0,5,0,1,2188
03531,0,15,1563,64,445,214,54,30,8,2,0,3,0,0,2383
03531,0,16,1586,66,425,240,58,28,7,4,0,4,0,1,2419
03531,0,17,1929,78,441,249,68,27,10,4,0,4,0,2,2812
03531,0,18,1555,51,398,152,62,10,6,4,0,3,0,1,2242
03531,0,19,1497,51,306,142,82,10,13,2,0,2,0,0,2105
03531,0,20,1360,64,236,144,46,6,1,0,0,3,0,1,1861
03531,0,21,1213,70,172,109,68,10,2,1,0,2,0,1,1648
03531,0,22,898,39,154,98,73,8,3,1,0,1,0,1,1276
03531,0,23,599,27,86,67,64,8,3,0,0,7,0,0,861
03531,0,24,411,6,75,62,58,8,2,0,0,5,0,0,627
03531,0,25,17616,632,4828,2855,816,316,91,23,0,43,1,14,27235
03531,0,26,24586,908,6287,4181,1417,403,139,33,0,76,2,25,38057
03531,1,1,134,1,39,34,20,2,0,0,0,2,0,0,232
03531,1,2,91,0,28,31,14,3,1,0,0,0,0,1,169
03531,1,3,43,3,23,27,12,5,0,0,0,2,0,2,117
03531,1,4,49,3,24,25,17,4,1,0,0,2,1,0,126
03531,1,5,47,3,25,39,30,5,6,1,0,0,0,1,157
03531,1,6,100,4,53,81,42,8,9,0,0,4,0,1,302
03531,1,7,235,5,78,169,48,24,10,0,0,3,0,5,577
03531,1,8,365,15,117,125,57,7,7,0,0,1,0,1,695
03531,1,9,466,27,160,105,33,4,3,1,0,1,0,0,800
03531,1,10,453,21,162,111,31,5,1,0,0,3,0,1,788
03531,1,11,594,16,229,114,30,16,4,0,0,4,0,0,1007
03531,1,12,587,17,213,123,52,13,2,0,0,1,0,0,1008
03531,1,13,654,23,173,101,31,7,3,0,0,0,0,0,992
03531,1,14,883,16,219,95,15,9,3,0,0,3,0,1,1244
03531,1,15,1011,37,238,92,21,9,5,0,0,2,0,0,1415
03531,1,16,1037,39,233,87,22,10,4,1,0,2,0,1,1436
03531,1,17,1429,45,274,129,39,15,9,2,0,3,0,1,1946
03531,1,18,1093,22,220,72,18,7,3,2,0,1,0,1,1439
03531,1,19,1079,26,175,49,25,5,3,0,0,1,0,0,1363
03531,1,20,1056,38,155,51,13,3,1,0,0,1,0,0,1318
03531,1,21,912,32,98,36,11,5,1,0,0,2,0,0,1097
03531,1,22,673,24,81,31,7,2,2,1,0,1,0,0,822
03531,1,23,406,12,43,29,13,5,1,0,0,4,0,0,513
03531,1,24,252,3,39,23,21,1,1,0,0,1,0,0,341
03531,1,25,8807,283,2316,1323,397,126,54,6,0,24,0,11,13347
03531,1,26,13649,432,3099,1779,622,174,80,8,0,44,1,16,19904
03531,2,1,102,3,23,39,17,5,0,2,0,1,0,1,193
03531,2,2,61,0,21,33,13,1,0,1,0,0,0,0,130
03531,2,3,41,1,21,35,9,0,1,0,0,0,0,0,108
03531,2,4,35,0,24,59,12,0,0,0,0,0,0,0,130
03531,2,5,65,1,43,114,4,0,3,0,0,0,0,0,230
03531,2,6,224,0,106,187,20,4,3,2,0,2,0,2,550
03531,2,7,661,9,237,154,25,9,7,0,0,0,0,0,1102
03531,2,8,857,21,213,121,21,15,0,0,0,3,0,0,1251
03531,2,9,1073,37,177,103,29,22,3,2,0,1,0,0,1447
03531,2,10,984,46,238,167,27,21,3,0,0,3,0,0,1489
03531,2,11,929,52,235,159,32,20,2,2,0,1,0,0,1432
03531,2,12,948,33,220,134,62,18,3,1,0,0,0,1,1420
03531,2,13,743,16,228,118,43,21,6,3,0,3,1,1,1183
03531,2,14,551,19,220,101,38,10,3,0,0,2,0,0,944
03531,2,15,552,27,207,122,33,21,3,2,0,1,0,0,968
03531,2,16,549,27,192,153,36,18,3,3,0,2,0,0,983
03531,2,17,500,33,167,120,29,12,1,2,0,1,0,1,866
03531,2,18,462,29,178,80,44,3,3,2,0,2,0,0,803
03531,2,19,418,25,131,93,57,5,10,2,0,1,0,0,742
03531,2,20,304,26,81,93,33,3,0,0,0,2,0,1,543
03531,2,21,301,38,74,73,57,5,1,1,0,0,0,1,551
03531,2,22,225,15,73,67,66,6,1,0,0,0,0,1,454
03531,2,23,193,15,43,38,51,3,2,0,0,3,0,0,348
03531,2,24,159,3,36,39,37,7,1,0,0,4,0,0,286
03531,2,25,8809,349,2512,1532,419,190,37,17,0,19,1,3,13888
03531,2,26,10937,476,3188,2402,795,229,59,25,0,32,1,9,18153
03533,0,1,459,13,72,77,40,15,1,1,0,6,0,2,686
03533,0,2,295,3,46,84,21,7,0,0,0,2,0,1,459
03533,0,3,202,2,41,81,24,17,1,2,0,1,0,0,371
03533,0,4,181,2,43,80,19,9,3,0,0,1,1,0,339
03533,0,5,217,6,60,156,24,11,3,0,0,1,0,1,479
03533,0,6,633,3,132,222,56,27,13,3,0,6,1,2,1098
03533,0,7,1773,34,384,334,78,40,22,2,0,7,0,4,2678
03533,0,8,2655,81,441,315,73,31,7,1,0,5,2,1,3612
03533,0,9,3129,120,441,321,91,45,8,2,1,6,0,0,4164
03533,0,10,2875,133,509,456,127,35,7,2,0,8,1,0,4153
03533,0,11,2909,123,586,379,140,40,9,2,0,3,0,0,4191
03533,0,12,2763,86,513,363,124,30,7,4,0,3,2,1,3896
03533,0,13,2373,90,560,365,131,42,9,2,0,7,2,1,3582
03533,0,14,2402,72,510,304,112,27,8,1,0,8,1,1,3446
03533,0,15,2575,97,544,356,91,33,8,5,0,4,2,0,3715
03533,0,16,2739,136,626,342,122,31,10,4,0,9,1,1,4021
03533,0,17,2695,146,570,301,132,28,8,4,0,7,0,1,3892
03533,0,18,2772,103,486,239,86,17,8,5,0,5,0,1,3722
03533,0,19,2816,88,287,241,57,10,11,3,1,3,0,0,3517
03533,0,20,2295,98,217,193,50,8,4,1,0,1,0,1,2868
03533,0,21,2242,101,259,167,70,6,3,1,0,4,0,1,2854
03533,0,22,1625,85,172,117,66,10,4,0,0,4,0,1,2084
03533,0,23,1177,41,121,101,61,18,2,2,0,7,0,0,1530
03533,0,24,836,24,85,81,56,16,4,0,0,7,0,0,1109
03533,0,25,31660,1221,6170,4075,1307,399,111,34,1,72,11,11,45072
03533,0,26,44638,1687,7705,5675,1851,553,160,47,2,115,13,20,62466
03533,1,1,244,3,39,34,20,9,1,0,0,2,0,0,352
03533,1,2,138,0,20,45,11,3,0,0,0,0,0,1,218
03533,1,3,99,2,19,39,11,12,0,1,0,1,0,0,184
03533,1,4,87,2,22,27,11,5,1,0,0,1,1,0,157
